mediaId,media.title.english
112166,Outburst Dreamer Boys: It's the Destiny of Those Born as Men
111762,Fruits Basket Season 2
109020,"SING ""YESTERDAY"" FOR ME"
115230,Tower of God
113693,Ascendance of a Bookworm Part 2
104647,My Next Life as a Villainess: All Routes Lead to Doom!
114888,The Millionaire Detective - Balance: UNLIMITED
110547,Arte
114811,Digimon Adventure:
112444,APPARE-RANMAN!
107871,Princess Connect! Re:Dive
112353,"Wave, Listen to Me!"
108266,Tsugumomo2
108241,Gleipnir
109019,Diary of Our Days at the Breakwater
106319,The 8th Son? Are You Kidding Me?
109856,Listeners
110458,Shironeko Project ZERO CHRONICLE
113570,"Shachibato! President, It's Time for Battle!"
111500,Sakura Wars the Animation
100077,HINAMATSURI
99578,Wotakoi: Love is Hard for Otaku
98658,Revue Starlight
99131,Comic Girls
101316,IRODUKU: The World in Colors
100010,MAGICAL GIRL SITE
5081,Bakemonogatari
11597,Nisemonogatari
15689,Nekomonogatari Black
21262,Owarimonogatari
20918,Tsukimonogatari
17074,Monogatari Series Second Season
21745,Owarimonogatari Second Season
20593,Hanamonogatari
100815,Zoku Owarimonogatari
21520,Koyomimonogatari
9989,Anohana: The Flower We Saw That Day
30,Neon Genesis Evangelion
101281,Carole & Tuesday
107660,BEASTARS
108632,Re:ZERO -Starting Life in Another World- Season 2
108489,My Teen Romantic Comedy SNAFU Climax!
114236,Fire Force Season 2
116006,The God of High School
114308,Sword Art Online: Alicization - War of Underworld Part 2
113813,Rent-a-Girlfriend
112301,The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants
110353,DECA-DENCE
115113,Uzaki-chan Wants to Hang Out!
113286,Monster Girl Doctor
112818,SUPER HXEROS
112803,No Guns Life Season 2
104937,Lapis Re:LiGHTs
113415,JUJUTSU KAISEN
112124,Is It Wrong to Try to Pick Up Girls in a Dungeon? III
112300,The Irregular at Magic High School: Visitor Arc
116267,TONIKAWA: Over The Moon For You
114446,Higurashi: When They Cry - GOU
116673,BURN THE WITCH
112609,Wandering Witch: The Journey of Elaina
116005,Noblesse
118419,The Day I Became a God
116566,Akudama Drive
112667,Our Last Crusade or the Rise of a New World
109287,Adachi and Shimamura
116242,I'm Standing on a Million Lives
117343,Talentless Nana
111324,Ikebukuro West Gate Park
114124,Moriarty the Patriot
112479,Assault Lily BOUQUET
111428,Sleepy Princess in the Demon Castle
115740,By the Grace of the Gods
114340,Kuma Kuma Kuma Bear
118376,KING's RAID: Successors of the Will
116173,Warlords of Sigrdrifa
104198,Is the Order a Rabbit? BLOOM
108713,Dropout Idol Fruit Tart
117755,MAGATSU WAHRHEIT
103119,Strike Witches: Road to Berlin
110277,Attack on Titan Final Season
108725,The Promised Neverland Season 2
113936,Dr. STONE: STONE WARS
108511,That Time I Got Reincarnated as a Slime Season 2
119661,Re:ZERO -Starting Life in Another World- Season 2 Part 2
109261,The Quintessential Quintuplets 2
124080,Horimiya
108465,Mushoku Tensei: Jobless Reincarnation
104459,LAID-BACK CAMP SEASON2
114862,Log Horizon: Destruction of the Round Table
103632,"So I'm a Spider, So What?"
113425,Redo of Healer
112443,Bottom-Tier Character Tomozaki
113231,2.43: Seiin High School Boys Volleyball Team
118375,The Hidden Dungeon Only I Can Enter
112649,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?
116287,Otherside Picnic
109403,Non Non Biyori Nonstop
113585,Skate-Leading Stars
124131,Gekidol
116944,WIXOSS DIVA(A)LIVE
124153,SK8 the Infinity
114085,Kemono Jihen
124845,WONDER EGG PRIORITY
113814,Idoly Pride
117193,My Hero Academia Season 5
124194,Fruits Basket The Final Season
114232,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway"
116588,Combatants Will Be Dispatched!
116338,Welcome to Demon School! Iruma-kun Season 2
114840,Koikimo
124858,Moriarty the Patriot Part 2
113359,MEGALOBOX 2: NOMAD
115183,MARS RED
128546,Vivy -Fluorite Eye's Song-
113950,SSSS.DYNAZENON
129664,JORAN THE PRINCESS OF SNOW AND BLOOD
123494,"Farewell, My Dear Cramer"
123802,The Saint's Magic Power is Omnipotent
129386,SEVEN KNIGHTS REVOLUTION: Hero Successor
125426,The Way of the Househusband
16592,Danganronpa: The Animation
21803,Kubikiri Cycle: The Blue Savant and the Nonsense User
114535,To Your Eternity
120120,Tokyo Revengers
116589,86 EIGHTY-SIX
117448,How NOT to Summon a Demon Lord Ω
112608,I've Been Killing Slimes for 300 Years and Maxed Out My Level
116741,The Slime Diaries
124675,Osamake: Romcom Where The Childhood Friend Won't Lose
125038,SHADOWS HOUSE
126791,Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!
122348,Those Snow White Notes
113428,Pretty Boy Detective Club
113418,Super Cub
120376,The World Ends with You The Animation
127368,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario? -Bath God Forever-
132096,Miss Kobayashi's Dragon Maid S: Miniature Dragon
129814,Blue Reflection Ray
116742,That Time I Got Reincarnated as a Slime Season 2 Part 2
107717,Miss Kobayashi's Dragon Maid S
128712,The Detective Is Already Dead
131646,The Case Study of Vanitas
126192,"Girlfriend, Girlfriend"
114065,Remake Our Life!
117612,How a Realist Hero Rebuilt the Kingdom
120209,My Next Life as a Villainess: All Routes Lead to Doom! X
132126,Sonny Boy
128545,The aquatope on white sand
126546,Seirei Gensouki: Spirit Chronicles
122441,Peach Boy Riverside
129277,The Duke of Death and His Maid
125206,TSUKIMICHI -Moonlit Fantasy-
132456,The Great Jahy Will Not Be Defeated!
114302,Drug Store in Another World - The Slow Life of a Cheat Pharmacist
120608,The Dungeon of Black Company
131150,Scarlet Nexus
127366,I'm Standing on a Million Lives Season 2
127688,The Honor at Magic High School
122434,The Idaten Deities Know Only Peace
126047,Battle Game in 5 Seconds
131149,Higurashi: When They Cry - SOTSU
114979,Love Live! Superstar!!
125446,Kageki Shojo!!
117002,Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-
108268,Ascendance of a Bookworm
127720,Mushoku Tensei: Jobless Reincarnation Cour 2
131586,86 EIGHTY-SIX Part 2
131083,Mieruko-chan
131019,Irina: The Vampire Cosmonaut
126790,Selection Project
129068,"The Fruit of Evolution: Before I Knew It, My Life Had It Made"
122292,Yuki Yuna is a Hero: The Great Mankai Chapter
131005,AMAIM Warrior at the Borderline
133965,Komi Can’t Communicate
127401,Platinum End
131565,takt op.Destiny
129898,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat
126213,"Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside"
108987,SAKUGAN
127412,Taisho Otome Fairy Tale
112716,Muv-Luv Alternative
126793,PuraOre! ~Pride of Orange~
138699,Pokémon Evolutions
132473,The Faraway Paladin
120646,My Senpai is Annoying
138714,The Heike Story
113717,Ranking of Kings
132525,BUILD-DIVIDE -#000000- CODE BLACK
122052,Fena: Pirate Princess
126393,Ancient Girl’s Frame
131681,Attack on Titan Final Season Part 2
142329,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc
132405,My Dress-Up Darling
135136,The Case Study of Vanitas Part 2
122808,Princess Connect! Re:Dive Season 2
130591,Sabikui Bisco
131548,Akebi’s Sailor Uniform
112323,Arifureta: From Commonplace to World's Strongest Season 2
139648,How a Realist Hero Rebuilt the Kingdom Part 2
134252,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout
127549,Slow Loop
129190,The Genius Prince's Guide to Raising a Nation Out of Debt
130166,In the Land of Leadale
127050,Love of Kill
140643,Tokyo 24th Ward
137312,Police in a Pod
129191,The Strongest Sage with the Weakest Crest
125682,CUE!
118465,World's End Harem
136428,Miss KUROITSU from the Monster Development Department
139804,Tribe Nine
128034,ORIENT
128828,Girls’ Frontline
119056,She Professed Herself Pupil of the Wise Man
140960,SPY x FAMILY
111321,The Rising of the Shield Hero Season 2
127911,Shikimori's Not Just a Cutie
137281,Aharen-san wa Hakarenai
129201,Summer Time Rendering
140457,I'm Quitting Heroing
130586,The Greatest Demon Lord Is Reborn as a Typical Nobody
132474,Skeleton Knight in Another World
132052,A Couple of Cuckoos
142074,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs
129193,The Executioner and Her Way of Life
125124,"Science Fell in Love, So I Tried to Prove It r=1-sinθ"
141774,Ya Boy Kongming!
133175,The Dawn of the Witch
121176,Ascendance of a Bookworm Season 3
123330,The Demon Girl Next Door Season 2
132532,Deaimon: Recipe for Happiness
132171,Dance Dance Danseur
133412,Healer Girl
132526,BUILD-DIVIDE -#​FFFFFF- CODE WHITE
143203,AMAIM Warrior at the Borderline Part 2
97682,Grimoire of Zero
130592,The Devil is a Part-Timer! Season 2
124410,Rent-a-Girlfriend Season 2
145545,Classroom of the Elite Season 2
133844,Overlord IV
114745,Made in Abyss: The Golden City of the Scorching Sun
141391,Call of the Night
129196,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV
136934,My Stepmom's Daughter is My Ex
129192,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!
146625,Engage Kiss
128223,When Will Ayumu Make His Move?
143270,Lycoris Recoil
127090,Harem in the Labyrinth of Another World
146210,Vermeil in Gold
139093,SHADOWS HOUSE 2nd Season
117196,TOKYO MEW MEW NEW
140642,Love Live! Superstar!! Season 2
103118,League of Nations Air Force Aviation Magic Band Luminous Witches
144509,Prima Doll
149874,Smile of the Arsnotoria the Animation
149326,The Maid I Hired Recently is Mysterious
145260,Black Summoner
136707,Parallel World Pharmacy
146637,ORIENT Part 2
146650,Shine on! Bakumatsu Bad Boys
127230,Chainsaw Man
142838,SPY x FAMILY Cour 2
140439,Mob Psycho 100 III
139630,My Hero Academia Season 6
138565,To Your Eternity Season 2
130298,The Eminence in Shadow
124395,Uzaki-chan Wants to Hang Out! Season 2
139587,Reincarnated as a Sword
139092,Welcome to Demon School! Iruma-kun Season 3
145604,Shinobi no Ittoki
139820,"I'm the Villainess, So I'm Taming the Final Boss"
141949,"More than a Married Couple, but Not Lovers."
139274,Mobile Suit Gundam: The Witch from Mercury
131516,Do It Yourself!!
150695,Beast Tamer
130003,BOCCHI THE ROCK!
145815,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills
151379,Akiba Maid War
142701,Raven of the Inner Palace
21294,KanColle Season 2: Let's Meet at Sea
144533,Bibliophile Princess
146233,Immoral Guild
139369,Management of a Novice Alchemist
146676,LOVE FLOPS
142985,Muv-Luv Alternative Season 2
137822,BLUE LOCK
136430,Vinland Saga Season 2
130588,The Misfit of Demon King Academy Ⅱ: History's Strongest Demon King Reincarnates and Goes to School with His Descendants
142853,Tokyo Revengers Season 2
151806,Tomo-chan Is a Girl!
140596,"DON'T TOY WITH ME, MISS NAGATORO 2nd Attack"
143338,The Angel Next Door Spoils Me Rotten
116867,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2"
146323,Spy Classroom
151252,The Ice Guy and His Cool Female Colleague
148969,Kubo Won't Let Me Be Invisible
153629,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady
155211,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2
126529,In/Spectre 2
144553,The Reincarnation of the Strongest Exorcist in Another World
137909,Ningen Fushin: Adventurers Who Don’t Believe in Humanity Will Save the World
156067,Campfire Cooking in Another World with my Absurd Skill
147864,ONIMAI: I'm Now Your Sister!
146850,Farming Life in Another World
148116,The Iceblade Sorcerer Shall Rule the World
142193,Reborn to Master the Blade: From Hero-King to Extraordinary Squire
144092,Handyman Saitou in Another World
152523,Chillin’ in My 30s after Getting Fired from the Demon King’s Army
135778,HIGH CARD
135102,By the Grace of the Gods 2
146954,"The Fruit of Evolution: Before I Knew It, My Life Had It Made Season 2"
155202,Revenger
142849,Ayakashi Triangle
143064,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte
139821,Sugar Apple Fairy Tale
152765,"Saving 80,000 Gold in Another World for My Retirement"
155089,GIANT BEASTS OF ARS
141785,Malevolent Spirits: Mononogatari
151679,The tale of outcasts
158870,Pokémon: To Be a Pokémon Master: Ultimate Journeys: The Series
145139,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc
128893,Hell’s Paradise
131518,Dr. STONE New World
150672,Oshi No Ko
150075,KONOSUBA -An Explosion on This Wonderful World!
151801,MASHLE: MAGIC AND MUSCLES
154965,My Love Story with Yamada-kun at Lv999
155783,Tengoku Daimakyo
141208,TONIKAWA: Over The Moon For You Season 2
153845,"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too"
143653,Insomniacs After School
141911,Skip and Loafer
153152,The Dangers in My Heart
151189,My Home Hero
147571,In Another World With My Smartphone 2
154364,The Ancient Magus' Bride Season 2
140754,Summoned to Another World for a Second Time
153452,Ranking of Kings: The Treasure Chest of Courage
148098,A Galaxy Next Door
157198,Dead Mount Death Play
148048,KamiKatsu: Working for God in a Godless World
148109,The Legendary Hero is Dead!
153332,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far
151847,Why Raeliana Ended Up at the Duke’s Mansion
127550,Kuma Kuma Kuma Bear - Punch!
155158,Mobile Suit Gundam: The Witch from Mercury Season 2
146234,My One-Hit Kill Sister
134131,Magical Destroyers
154412,The Café Terrace and Its Goddesses
149028,Yuri Is My Job!
157295,My Clueless First Friend
154876,TOKYO MEW MEW NEW Season 2
157765,Stella of the Theater: World Dai Star
128715,Sacrificial Princess and the King of Beasts
146065,Mushoku Tensei: Jobless Reincarnation Season 2
163132,Horimiya: The Missing Pieces
146953,Masamune-kun's Revenge R
154745,Rent-a-Girlfriend Season 3
160188,The Girl I Like Forgot Her Glasses
155168,The Devil is a Part-Timer! Season 2 Part 2
131863,"Liar, Liar"
142598,Reign of the Seven Spellblades
142877,Rurouni Kenshin (2023)
139435,The Duke of Death and His Maid Season 2
153360,"Reborn as a Vending Machine, I Now Wander the Dungeon"
139606,Classroom for Heroes
155730,My Tiny Senpai
154391,Am I Actually the Strongest?
162893,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation
148465,My Unique Skill Makes Me OP even at Level 1
156040,The Most Heretical Last Boss Queen: From Villainess to Savior
163542,Spy Classroom Season 2
163079,Sugar Apple Fairy Tale Season 2
153339,Sweet Reincarnation
155418,The Great Cleric
163205,Malevolent Spirits: Mononogatari Cour 2
145064,JUJUTSU KAISEN Season 2
159831,Zom 100: Bucket List of the Dead
147103,My Happy Marriage
157397,The Dreaming Boy is a Realist
162983,Undead Murder Farce
152802,Dark Gathering
160447,TenPuru
150972,Saint Cecilia & Pastor Lawrence
166104,TONIKAWA: Over The Moon For You ~High School Days~
158530,The Gene of AI
158927,SPY x FAMILY Season 2
111322,The Rising of the Shield Hero Season 3
154587,Frieren: Beyond Journey’s End
129188,GOBLIN SLAYER II
161964,The Eminence in Shadow Season 2
162670,Dr. STONE New World Part 2
163329,Tokyo Revengers Season 2 Part 2
160900,The Kingdoms of Ruin
162694,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You"
146493,Ragna Crimson
154459,Our Dating Story: The Experienced You and The Inexperienced Me
151970,Shangri-La Frontier
156039,Berserk of Gluttony
158926,Ron Kamonohashi's Forbidden Deductions
143085,The Faraway Paladin: The Lord of Rust Mountains
158704,I'm in Love with the Villainess
140501,The Demon Sword Master of Excalibur Academy
154692,"Girlfriend, Girlfriend Season 2"
159808,The Vexations of a Shut-In Vampire Princess
162803,Dead Mount Death Play Part 2
163142,A Returner's Magic Should Be Special
146206,The Saint's Magic Power is Omnipotent II
155389,SHY
154214,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness
156184,My Daughter Left the Nest and Returned an S-Rank Adventurer
155419,Stardust Telepath
166452,The Ancient Magus' Bride Season 2 Part 2
154384,Tearmoon Empire
161364,A Playthrough of a Certain Dude's VRMMO Life
159559,16bit Sensation: Another Layer
164312,The Yuzuki Family’s Four Sons
161992,I Shall Survive Using Potions!
168092,Pokémon: Paldean Winds
151807,Solo Leveling
146066,Classroom of the Elite Season 3
166610,MASHLE: MAGIC AND MUSCLES Season 2
141821,Chained Soldier
139518,TSUKIMICHI -Moonlit Fantasy- Season 2
166794,A Sign of Affection
166216,The Dangers in My Heart Season 2
158931,Blue Exorcist -Shimane Illuminati Saga-
143866,Bottom-Tier Character Tomozaki 2nd Stage
162780,Gushing Over Magical Girls
162985,Metallic Rouge
156131,"Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside Season 2"
153818,The Witch and the Beast
137908,The Wrong Way to Use Healing Magic
158028,My Instant Death Ability is Overpowered
163076,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord
164244,The Foolish Angel Dances with the Devil
147642,The Unwanted Undead Adventurer
168374,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!
160389,Tales of Wedding Rings
152682,Sasaki and Peeps
162144,Doctor Elise: The Royal Lady with the Lamp
156891,The Weakest Tamer Began a Journey to Pick Up Trash
152072,Fluffy Paradise
169935,The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-
168194,Sengoku Youko
167146,The Demon Prince of Momochi House
163151,HIGH CARD Season 2
136804,KONOSUBA -God's blessing on this wonderful world! 3
166873,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2
153288,Kaiju No.8
156822,That Time I Got Reincarnated as a Slime Season 3
163139,My Hero Academia Season 7
163270,WIND BREAKER
145728,Spice and Wolf: MERCHANT MEETS THE WISE WOLF
130590,The Misfit of Demon King Academy II (Cour 2)
156415,I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability
170130,Chillin' in Another World with Level 2 Super Cheat Powers
156023,An Archdemon's Dilemma: How to Love Your Elf Bride
143271,The Irregular at Magic High School Season 3
160181,Whisper Me a Love Song
163078,Jellyfish Can’t Swim in the Night
158709,Unnamed Memory
165855,A Condition Called Love
155890,BARTENDER Glass of God
169417,Re:Monster
168138,Grandpa and Grandma Turn Young Again
164702,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World"
155908,Laid-Back Camp Season 3
144176,Gods' Games We Play
160090,Mysterious Disappearances
170890,THE NEW GATE
109731,Sound! Euphonium 3
155657,Train to the End of the World
166372,The Banished Former Hero Lives as He Pleases
159039,The Many Sides of Voice Actor Radio
169927,"Studio Apartment, Good Lighting, Angel Included"
166828,A Salad Bowl of Eccentrics
169584,The Duke of Death and His Maid Season 3
170604,Vampire Dormitory
171040,Astro Note
170503,YATAGARASU: The Raven Does Not Choose Its Master
166240,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc
166531,Oshi no Ko Season 2
153406,Tower of God Season 2
162804,Alya Sometimes Hides Her Feelings in Russian
166710,Suicide Squad ISEKAI
152681,Days with My Stepsister
175977,My Deer Friend Nokotan
173533,MONOGATARI Series: OFF & MONSTER Season
152137,No Longer Allowed in Another World
173584,The Strongest Magician in the Demon Lord's Army was a Human
166477,The Café Terrace and Its Goddesses Season 2
163292,"The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible"
174070,Tasuketsu -Fate of the Majority-
176660,Sengoku Youko: The Thousandfold Chaos Arc
171748,SHY Season 2
157371,"Bye Bye, Earth"
171031,A Journey Through Another World: Raising Kids While Adventuring
170695,I Parry Everything
167144,Love Is Indivisible by Twins
171457,Makeine: Too Many Losing Heroines!
175450,My Wife Has No Emotion
167419,Why Does Nobody Remember Me in This World?
154963,ATRI -My Dear Moments-
174576,Wistoria: Wand and Sword
173694,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells
163623,Pseudo Harem
162896,The Elusive Samurai
173295,SHOSHIMIN: How to Become Ordinary
158559,2.5 Dimensional Seduction
160488,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream
168623,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools
172416,A Nobody's Way Up to an Exploration Hero
174044,MAYONAKA PUNCH
163077,Quality Assurance in Another World
170891,Narenare -Cheer for you!-
168345,Dungeon People
171018,DAN DA DAN
163134,Re:ZERO -Starting Life in Another World- Season 3
163146,BLUE LOCK Season 2
141182,Seirei Gensouki: Spirit Chronicles Season 2
172190,You are Ms. Servant
173693,Loner Life in Another World
167141,Sword Art Online Alternative: Gun Gale Online II
178533,Ranma1/2 (2024)
175019,Let This Grieving Soul Retire
165790,365 Days to the Wedding
178434,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World Season 2"
163135,DEMON LORD 2099
177104,"The Most Notorious ""Talker"" Runs the World's Greatest Clan"
168139,I’ll Become a Villainess Who Goes Down in History
174043,"The Healer Who Was Banished From His Party, Is, in Fact, the Strongest"
176311,Blue Exorcist -Beyond the Snow Saga-
176053,"Good Bye, Dragon Life"
162785,TsumaSho
172355,Ron Kamonohashi’s Forbidden Deductions Season 2
164299,The Do-Over Damsel Conquers the Dragon Emperor
168500,"Demon Lord, Retry! R"
171038,Nina the Starry Bride
171025,Magilumiere Magical Girls Inc.
107372,The Stories of Girls Who Couldn't Be Magicians
157965,Acro Trip
155502,Love Live! Superstar!! Season 3
154673,Mecha Ude: Mechanical Arms
104276,My Hero Academia Season 4
107693,Welcome to Demon School! Iruma-kun
104722,ASSASSINS PRIDE
104052,Stars Align
112153,Pokémon Journeys: The Series
103301,ENDRO!
103638,Case File nº221: Kabukicho
103222,Magical Girl Spec-Ops Asuka
104679,Chidori RSC
